Location Code,Real Property Asset Name,Installation Name,Owned or Leased,GSA Region,Street Address,City,State,Zip Code,Latitude,Longitude,Building Rentable Square Feet,Available Square Feet,Construction Date,Congressional District,Congressional District Representative Name,Building Status,Real Property Asset Type
MD3000,69 THOMAS JOHNSON DRIVE,NA,L,3,69 THOMAS JOHNSON DR,FREDERICK,MD,21702,39.450501,-77.404887,25825,0,31-10-1903,2406,David Trone,Active,BUILDING
GA0010,IRS ANNEX,IRS/CHAMBLEE CHILDCA,F,4,2385 CHAMBLEE TUCKER ROAD,CHAMBLEE,GA,30341,33.885463,-84.292451,387539.06,0,06-10-1903,1304,Henry Johnson,Active,BUILDING
UT0036,IRS SERVICE CENTER - OGDEN,NA,F,8,1160 W 1200 S,OGDEN,UT,84404,41.2464,-112.007,493219.24,0,11-09-1903,4901,Blake Moore,Active,BUILDING
PA0791,3900 SOUTH WATER STREET,NA,L,3,3900 S WATER ST,PITTSBURGH,PA,15203,40.416057,-79.955298,6531,0,17-08-1903,4212,Summer Lee,Active,BUILDING
CA0083,FEDERAL BUILDING - 801 I ST.,NA,F,9,801 I ST,SACRAMENTO,CA,95814,38.58235,-121.49482,160718.38,60023.78785,23-07-1903,607,Doris Matsui,Active,BUILDING
KY0088,J. C. WATTS FB,NA,F,4,330 W BROADWAY ST,FRANKFORT,KY,40601,38.20071,-84.877671,54644.95,14132.90906,28-06-1903,2101,James Comer,Active,BUILDING
VA0405,LEE BUSINESS CENTER,NA,L,11,14701 WILLARD RD,CHANTILLY,VA,20151,38.88704,-77.456371,4270,0,17-07-1905,5111,Gerald Connolly,Active,BUILDING
IA1461,AMPCO SYSTEM PARKING,NA,L,6,210 2ND AVE,DES MOINES,IA,50309,41.5857434,-93.619339,0,0,22-06-1905,1903,Zachary Nunn,Active,STRUCTURE
CA6359,330 NORTH BRAND,NA,L,9,330 N BRAND BLVD,GLENDALE,CA,91203,34.15118,-118.25459,6518,0,28-05-1905,630,Adam Schiff,Active,BUILDING
NC1195,"SSA OFFICE, HICKORY, NC",NA,L,4,1501 US-321 NW,HICKORY,NC,28601,35.75356,-81.374271,12208,0,03-05-1905,3710,Patrick McHenry,Active,BUILDING
NM0089,USBS COLUMBUS SOUTHBOUND PRIMARY TRUCK INSPECTION,USBS COLUMBUS,F,7,STATE HIGHWAY 11 MILE MARKER 0,COLUMBUS,NM,88029,31.831665,-107.63875,1530.03,0,08-04-1905,3502,Gabe Vasquez,Active,BUILDING
CA0518,CALEXICO WEST LPOE PRIMARY INSPECTION,CALEXICO WEST LPOE,F,9,200 E 1ST ST,CALEXICO,CA,92231,32.6655837,-115.49619,11631.46,0,14-03-1905,625,Raul Ruiz,Active,BUILDING
OR0522,"USGS WAREHOUSE - MEDFORD, OR",USGS FACILITY,F,10,4890 N RUNWAY DR,MEDFORD,OR,97502,42.3876936,-122.87456,1985.78,0,17-02-1905,4102,Cliff Bentz,Active,BUILDING
CA5808,MT LOMA PRIETA,NA,L,9,LOMA PRIETA #3,LOS GATOS,CA,95120,37.3525273,-121.95232,9,0,23-01-1905,617,Ro Khanna,Active,BUILDING
CT3446,850 CANAL STREET,NA,L,1,850 CANAL ST,STAMFORD,CT,6902,41.04359,-73.531741,23117,0,29-12-1904,904,James Himes,Active,BUILDING
MD0341,8501G MUIRKIRK RD,FDA-CVM LABORATORY,F,11,8501G MUIRKIRK RD,LAUREL,MD,20708,39.055894,-76.859554,4081.79,0,04-12-1904,2404,Glenn Ivey,Active,BUILDING
NM0081,USBS COLUMBUS HEADHOUSE,USBS COLUMBUS,F,7,STATE HIGHWAY 11 MILE MARKER 0,COLUMBUS,NM,88029,31.831665,-107.63875,3765.87,0,09-11-1904,3502,Gabe Vasquez,Active,BUILDING
DC1452,STE 33 DET D HALL 34 DET KITCH,ST ELIZABETHS COMPLEX,F,11,2701 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20032,38.85361,-77.000351,20544.63,0,15-10-1904,1198,Eleanor Norton,Active,BUILDING
SC2347,DHS CIS GREER,NA,L,4,501 PENNSYLVANIA AVE,GREER,SC,29650,34.9381897,-82.243828,9544,0,20-09-1904,4504,William Timmons,Active,BUILDING
MT0570,"PIEGAN POE - HOUSING UNIT #1, RESIDENCE #1",PIEGAN BS,F,8,5023 US HIGHWAY 89 W,BABB,MT,59411,48.99419,-113.383,0,0,26-08-1904,3001,Ryan Zinke,Excess,BUILDING
TX0730,USBS WORLD TRADE LAREDO ADMINISTRATION BUILDING,USBS WORLD TRADE LAREDO,F,7,715 BOB BULLOCK LOOP,LAREDO,TX,78043,27.597725,-99.534282,4144.73,0,01-08-1904,4828,Henry Cuellar,Active,BUILDING
VI3974,THE TUNICK BUILDING,NA,L,2,1336 BELTJEN ROAD,CHARLOTTE AMALIE,VI,802,18.338181,-64.92508,4916.12,0,07-07-1904,7898,Stacey Plaskett,Active,BUILDING
FL2154,MIL ENTR PROC STA,NA,L,4,3520 W WATERS AVE,TAMPA,FL,33614,28.02479,-82.498991,27398,0,12-06-1904,1214,Kathy Castor,Active,BUILDING
WA8057,AHTANUM CENTER II,NA,L,10,1209 AHTANUM RIDGE DR,UNION GAP,WA,98903,46.5571829,-120.49252,17001,0,18-05-1904,5304,Dan Newhouse,Active,BUILDING
MS2249,431 WEST MAIN,NA,L,4,431 W MAIN ST,TUPELO,MS,38804,34.2568,-88.708211,4000,0,23-04-1904,2801,Trent Kelly,Active,BUILDING
TX2007,EXECUTIVE PLAZA TX2007,NA,L,7,6801 SANGER AVE,WACO,TX,76710,31.51995,-97.200601,20873,0,29-03-1904,4817,Pete Sessions,Active,BUILDING
TX2656,S E TEXAS REGIONAL AIRPORT,NA,L,7,5000 JERRY WARE DR,BEAUMONT,TX,77705,29.9572368,-94.021324,784,0,04-03-1904,4814,Randy Weber,Active,BUILDING
LA1262,1201 ELMWOOD PARK BLVD,NA,L,7,1201 ELMWOOD PARK BLVD,HARAHAN,LA,70123,29.961204,-90.188543,197084,0,08-02-1904,2201,Steve Scalise,Active,BUILDING
CO1953,COLORADO SPRINGS MUNI AIRPORT,NA,L,8,7770 MILTON E PROBY PKWY,COLORADO SPRINGS,CO,80916,38.79153,-104.703,8888,0,14-01-1904,805,Doug Lamborn,Active,BUILDING
HI8234,JMD BUILDING,NA,L,9,99-1269 IWAENA ST,AIEA,HI,96701,21.38077,-157.90578,60986,0,20-12-1903,1501,Ed Case,Active,BUILDING
MS1310,HIGHLAND COURT,NA,L,4,2631 MCINGVALE RD,HERNANDO,MS,38632,34.822152,-89.973329,9179,0,25-11-1903,2801,Trent Kelly,Active,BUILDING
TX1892,PLAZA TOWER TX1892,NA,L,7,110 N COLLEGE AVE,TYLER,TX,75702,32.3516338,-95.301652,54214,0,31-10-1903,4801,Nathaniel Moran,Active,BUILDING
TX2588,702 DENMAN AVENUE,NA,L,7,702 DENMAN AVENUE,LUFKIN,TX,75901,31.3294165,-94.720881,12804,0,06-10-1903,4817,Pete Sessions,Active,BUILDING
AR1278,151 DRY KILN RD,NA,L,7,151 DRY KILN RD,BATESVILLE,AR,72501,35.773488,-91.641338,7902,0,11-09-1903,501,Eric Crawford,Active,BUILDING
IN1774,TERRE HAUTE IN SSA,NA,L,5,222 CHERRY ST,TERRE HAUTE,IN,47807,39.46774,-87.414921,10131,0,17-08-1903,1808,Larry Bucshon,Active,BUILDING
TX2995,USBS HIDALGO FMCSA OFFICE BUILDING,USBS HIDALGO,L,7,623 INTERNATIONAL BLVD S,HIDALGO,TX,78557,26.1008161,-98.266863,4764,0,23-07-1903,4815,Monica De La Cruz,Active,BUILDING
ID4305,NATURAL RESOURCE CENTER,NA,L,10,1387 S VINNELL WAY,BOISE,ID,83709,43.5924987,-116.28707,150551,12635.96612,28-06-1903,1602,Michael Simpson,Active,BUILDING
VA0783,36 E. CALHOUN ST. - POLICE HQ,NA,L,3,36 E CALHOUN ST,SALEM,VA,24153,37.2917,-80.057431,3028.41,0,17-07-1905,5106,Ben Cline,Active,BUILDING
CA7456,COMPLIANCE OFFICE,NA,L,9,1325 BROADWAY ST,FRESNO,CA,93721,36.7348826,-119.79489,180481,0,22-06-1905,621,Jim Costa,Active,BUILDING
FL3114,NOTHRUP GRUMAN BLDG,NA,L,4,5000 US-1 N,SAINT AUGUSTINE,FL,32095,29.95721,-81.343921,4045,0,28-05-1905,1205,John Rutherford,Active,BUILDING
CO2072,NORTHROP GRUMMAN CAMPUS,NA,L,8,1555 N NEWPORT RD,COLORADO SPRINGS,CO,80916,38.80885,-104.726,64455,0,03-05-1905,805,Doug Lamborn,Active,BUILDING
TX2543,WACO REGIONAL AIRPORT TERMINAL,NA,L,7,7909 KARL MAY DR,WACO,TX,76708,31.6082101,-97.222558,1709,0,08-04-1905,4817,Pete Sessions,Active,BUILDING
NJ4669,7 GLENWOOD AVE,NA,L,2,7 GLENWOOD AVE,EAST ORANGE,NJ,7017,40.77077,-74.220171,11028,0,14-03-1905,3410,Donald Payne,Active,BUILDING
CA7369,56492 TWENTY NINE PALMS,NA,L,9,56492 29 PALMS HWY,YUCCA VALLEY,CA,92284,34.12108,-116.43158,5340,0,17-02-1905,623,Jay Obernolte,Active,BUILDING
PA0431,THREE PARKWAY CENTER,NA,L,3,875 GREENTREE RD,PITTSBURGH,PA,15220,40.42454,-80.041811,40239,3849.840533,23-01-1905,4217,Christopher Deluzio,Active,BUILDING
NJ4494,PLAZA 35,NA,L,2,1030 ST GEORGES AVE,AVENEL,NJ,7001,40.57432,-74.292931,4968,0,29-12-1904,3406,Frank Pallone,Active,BUILDING
TN2063,ROYAL PARKWAY CTR,NA,L,4,2515 PERIMETER PLACE DRIVE,NASHVILLE,TN,37214,36.1492913,-86.676861,23957,0,04-12-1904,4706,John Rose,Active,BUILDING
VA0746,1320 CENTRAL PARK BOULEVARD,NA,L,3,1320 CENTRAL PARK BLVD,FREDERICKSBURG,VA,22401,38.30182,-77.513238,6162,0,09-11-1904,5107,Abigail Spanberger,Active,BUILDING
AL2207,BIRMINGHAM SOCIAL SECURITY CTR,NA,L,4,"1200 REV. ABRAHAM WOODS, JR. BLVD.",BIRMINGHAM,AL,35285,34.70706,-86.69561,587528,0,15-10-1904,105,Dale Strong,Active,BUILDING
HI8348,PARKER RANCH SHOPPING CENTER,NA,L,9,67-1185 MAMALAHOA HWY,WAIMEA,HI,96743,20.02026,-155.6671,2300,0,20-09-1904,1502,Jill Tokuda,Active,BUILDING
TX2291,EMPLOYERS CASU BLDG,NA,L,7,1301 YOUNG ST,DALLAS,TX,75202,32.777532,-96.799469,236735,0,26-08-1904,4830,Jasmine Crockett,Active,BUILDING
WA7890,"UMPQUA BANK BLDG - VANCOUVER, WA",NA,L,10,500 BROADWAY ST,VANCOUVER,WA,98660,45.6254143,-122.67056,4457,0,01-08-1904,5303,Marie Perez,Active,BUILDING
TN2001,135 CIRCLE LANE,NA,L,4,135 CIRCLE LN,KNOXVILLE,TN,37919,35.93432,-84.011201,25508,0,07-07-1904,4702,Tim Burchett,Active,BUILDING
UT1409,2329 & 2369 WEST ORTON CIRCLE,NA,L,8,2369 W ORTON CIR,WEST VALLEY CITY,UT,84119,40.71846,-111.952,33207,0,12-06-1904,4902,Chris Stewart,Active,BUILDING
IL2339,NETWORK CENTRE,NA,L,5,1207 NETWORK CENTRE BLVD,EFFINGHAM,IL,62401,39.14316,-88.525891,6560,0,18-05-1904,1712,Mike Bost,Active,BUILDING
TN2464,FIRST TENNESSEE PL,NA,L,4,800 S GAY ST,KNOXVILLE,TN,37929,35.96244,-83.915981,4152,0,23-04-1904,4702,Tim Burchett,Active,BUILDING
CO0532,DFC BLDG 55,DENVER FEDERAL CENTER,F,8,W 6TH AVE & KIPLING ST,LAKEWOOD,CO,80225,39.72052,-105.12,13416.04,13614.44118,29-03-1904,807,Brittany Pettersen,Active,BUILDING
NH6183,222 INTERNATIONAL DRIVE,NA,L,1,222 INTERNATIONAL DR,PORTSMOUTH,NH,3801,43.075443,-70.79981,3161,0,04-03-1904,3301,Chris Pappas,Active,BUILDING
CA8394,IMJIN PARK,NA,L,9,940 2ND AVE,MARINA,CA,93933,36.6680528,-121.80846,9107,0,08-02-1904,619,Jimmy Panetta,Active,BUILDING
UT1438,VERNAL COUNTY AIRPORT TERMINAL,NA,L,8,760 E 800 S,VERNAL,UT,84078,40.44264,-109.514,320.95,0,14-01-1904,4903,John Curtis,Active,BUILDING
IL2634,FOX VALLEY OFFICE COMMONS II,NA,L,5,4255 WESTBROOK DR,AURORA,IL,60504,41.75372,-88.211071,2041,0,20-12-1903,1711,Bill Foster,Active,BUILDING
IA1550,IRS CEDAR RAPIDS,NA,L,6,3205 WILLIAMS BLVD SW,CEDAR RAPIDS,IA,52404,41.95929,-91.713171,6794,0,25-11-1903,1902,Ashley Hinson,Active,BUILDING
NY0390,ADMINISTRATIVE BLDG-CHAMPLAIN,CHAMPLAIN LPOE,F,2,31 RAMP ROAD,CHAMPLAIN,NY,12919,45.00262,-73.45584,35437.9,0,31-10-1903,3621,Elise Stefanik,Active,BUILDING
IN1643,5969-6035 LAKESIDE B,NA,L,5,5969 LAKESIDE BLVD,INDIANAPOLIS,IN,46278,39.8765364,-86.266657,52772,0,06-10-1903,1807,Andre Carson,Active,BUILDING
TX0586,USBS EAGLE PASS I TRUCK PRIMARY INSPECTION,USBS EAGLE PASS I,F,7,160 GARRISON STREET,EAGLE PASS,TX,78852,28.705159,-100.50579,1560.25,0,11-09-1903,4823,Tony Gonzales,Active,STRUCTURE
AZ6624,123 N. SAN FRANCISCO,NA,L,9,123 N SAN FRANCISCO ST,FLAGSTAFF,AZ,86001,35.19894,-111.64739,22408,0,17-08-1903,402,Elijah Crane,Active,BUILDING
TX2807,SEARS SERVICE BUILDING,NA,L,7,3745 S JACKSON ST,SAN ANGELO,TX,76903,31.42776,-100.45332,7510,0,23-07-1903,4811,August Pfluger,Active,BUILDING
CA6739,3 HUTTON CENTER,NA,L,9,3 HUTTON CENTRE DR,SANTA ANA,CA,92707,33.69898,-117.86373,25987,0,28-06-1903,646,J. Correa,Active,BUILDING
NC2273,"SSA BLDG, STATESVILLE, NC",NA,L,4,2038 DAVIE AVE,STATESVILLE,NC,28625,35.80518,-80.853371,6963,0,17-07-1905,3710,Patrick McHenry,Active,BUILDING
WA8080,1009 COLLEGE ST SE,NA,L,10,1009 COLLEGE ST SE,LACEY,WA,98503,47.03934,-122.82434,33925,0,22-06-1905,5310,Marilyn Strickland,Active,BUILDING
MT5622,CIS,NA,L,8,754 RIVER ROCK DR,HELENA,MT,59602,46.61863,-112.029,12775,0,28-05-1905,3002,Matthew Rosendale,Active,BUILDING
AZ7432,SKY HARBOR AIRPORT,NA,L,9,3400 E SKY HARBOR BLVD,PHOENIX,AZ,85034,33.4357288,-112.00876,19413,0,03-05-1905,403,Ruben Gallego,Active,BUILDING
TX0019,JACK BROOKS FEDERAL BUILDING,NA,F,7,300 WILLOW ST,BEAUMONT,TX,77701,30.08459,-94.102063,120105.34,1961.666577,08-04-1905,4836,Brian Babin,Active,BUILDING
CA6330,THE HAWTHORNE CENTER - 75 HAWTHORNE,NA,L,9,75 HAWTHORNE ST,SAN FRANCISCO,CA,94105,37.78546,-122.39802,285076,19547.40779,14-03-1905,611,Nancy Pelosi,Active,BUILDING
FL1008,BAY MEADOWS,NA,L,4,7954 BAYMEADOWS WAY,JACKSONVILLE,FL,32256,30.2267725,-81.5808115,11713,0,17-02-1905,1205,John Rutherford,Active,BUILDING
PR4004,METRO MEDICAL CENTER BUILDING,NA,L,2,1995 STATE ROAD # 2,BAYAMON,PR,959,18.466334,-66.105722,9337,0,23-01-1905,7298,Jenniffer Gonzalez-Colon,Active,BUILDING
MS0006,DAN M. RUSSELL JR U.S. FB/CHTS,GSA/PMDS DEPOT,F,4,2012 15TH ST,GULFPORT,MS,39501,30.37011,-89.087081,161689.98,9972.97373,29-12-1904,2804,Mike Ezell,Active,BUILDING
CO2184,1110 BAYFIELD DRIVE,NA,L,8,1110 BAYFIELD DR,COLORADO SPRINGS,CO,80906,38.782332,-104.80439,124915,0,04-12-1904,805,Doug Lamborn,Active,BUILDING
TN2207,1330 MONROE BLDG,NA,L,4,1330 MONROE AVE,MEMPHIS,TN,38104,35.137915,-90.016782,21250,0,09-11-1904,4709,Steve Cohen,Active,BUILDING
UT1544,PROVO AIRPORT,NA,L,8,1331 SOUTH SKY WAY,PROVO,UT,84601,40.218047,-111.721,869,0,15-10-1904,4903,John Curtis,Active,BUILDING
VA0888,METRO PLACE III AND IV,NA,L,11,2675 PROSPERITY AVE,FAIRFAX,VA,22031,38.88061,-77.232191,154008,0,20-09-1904,5111,Gerald Connolly,Active,BUILDING
CA7014,1415 STATE STREET,NA,L,9,1415 STATE ST,SANTA BARBARA,CA,93101,34.42526,-119.70776,22324,0,26-08-1904,624,Salud Carbajal,Active,BUILDING
TX2470,BANK OF THE HILLS SUBDIVISION,NA,L,7,1060 GUADALUPE STREET,KERRVILLE,TX,78028,30.056472,-99.165864,7580,0,01-08-1904,4821,Chip Roy,Active,BUILDING
MT0708,ROOSEVILLE POE - BLDG #4,ROOSVILLE BS,F,8,8395 HIGHWAY 93 NORTH,EUREKA,MT,59917,48.99859,-115.057,0,0,07-07-1904,3001,Ryan Zinke,Active,STRUCTURE
HI6993,HILO LAGOON CTR,NA,L,9,101 AUPUNI ST,HILO,HI,96720,19.71741,-155.07671,1427,0,12-06-1904,1502,Jill Tokuda,Active,BUILDING
MT5356,KALISPELL CORP CTR,NA,L,8,1325 HIGHWAY 2 WEST,KALISPELL,MT,59901,48.1989,-114.339,9043,0,18-05-1904,3001,Ryan Zinke,Active,BUILDING
SD0110,4402 TECHNOLOGY DRIVE,NA,L,8,4402 S TECHNOLOGY DR,SIOUX FALLS,SD,57106,43.50642,-96.7739,2638.09,0,23-04-1904,4600,Dusty Johnson,Active,BUILDING
SD1397,USDA - RAPID CITY,NA,L,8,414 STUMER RD,RAPID CITY,SD,57701,44.0337,-103.211,10564.69,0,29-03-1904,4600,Dusty Johnson,Active,BUILDING
ME0553,"LPOE RESIDENCE 2, COBURN GORE","LPOE, Coburn Gore",F,1,6095 ARNOLD TRAIL - RT 27,COBURN GORE,ME,4936,45.1816,-70.493373,2174.17,0,04-03-1904,2302,Jared Golden,Active,BUILDING
DC0055,AMERICAN PHARMACISTS ASSOCIATI,NA,L,11,2200 C ST NW,WASHINGTON,DC,20037,38.893479,-77.048976,189008,0,08-02-1904,1198,Eleanor Norton,Active,BUILDING
TN1398,457 MCNALLY DRIVE BUILDING,NA,L,4,457 MCNALLY DR,NASHVILLE,TN,37211,36.09228,-86.744181,17277,0,14-01-1904,4705,Andrew Ogles,Active,BUILDING
WV0073,JOO BUILDING,NA,L,3,820 ARBUCKLE RD,SUMMERSVILLE,WV,26651,38.27843,-80.848321,5020,0,20-12-1903,5401,Carol Miller,Active,BUILDING
CA7337,4000 WILSHIRE BLVD,NA,L,9,4000 WILSHIRE BLVD,LOS ANGELES,CA,90010,34.061355,-118.31475,13630,0,25-11-1903,634,Jimmy Gomez,Active,BUILDING
TX2904,"14904 LEE RD, HOUSTON, TX 77032",NA,L,7,14904 LEE RD,HOUSTON,TX,77396,29.934852,-95.303175,10000,0,31-10-1903,4829,Sylvia Garcia,Active,BUILDING
OH0196,DAYTON OH FED PARKING FACILITY,NA,F,5,218 W 3RD ST,DAYTON,OH,45402,39.758912,-84.195582,0,0,06-10-1903,3910,Michael Turner,Active,STRUCTURE
AL0008,"US COURTHOUSE, ANNISTON, AL",NA,F,4,1100 GURNEE AVE,ANNISTON,AL,36201,33.658491,-85.831406,54011.64,0,11-09-1903,103,Mike Rogers,Active,BUILDING
IL1943,MID CITY NATIONAL BANK,NA,L,5,7222 W CERMAK RD,NORTH RIVERSIDE,IL,60546,41.85115,-87.805391,8431,0,17-08-1903,1704,Jesus Garcia,Active,BUILDING
MD1082,CMI BUS. CENTER BUILD. #2,NA,L,3,30071 BUSINESS CENTER DR,CHARLOTTE HALL,MD,20622,38.49317,-76.769721,7270,0,23-07-1903,2405,Steny Hoyer,Active,BUILDING
MN1702,BELTRAMI COUNTY HISTORIC COURT,NA,L,5,619 BELTRAMI AVE NW,BEMIDJI,MN,56601,47.4742,-94.881371,1607,0,28-06-1903,2708,Pete Stauber,Active,BUILDING
RI7165,SSA PROVIDENCE RI,NA,L,1,417 WESTMINSTER ST,PROVIDENCE,RI,2903,41.8212875,-71.415008,20490,0,17-07-1905,4402,Seth Magaziner,Active,BUILDING
FL3191,HAVENDALE BOULEVARD BUILDING,NA,L,4,1395 HAVENDALE BLVD NW,WINTER HAVEN,FL,33881,28.045188,-81.742856,12051,0,22-06-1905,1218,C. Franklin,Active,BUILDING
VA3006,ONE OYSTER POINT,NA,L,3,827 DILIGENCE DR,NEWPORT NEWS,VA,23606,37.08531,-76.461401,25020,12510,28-05-1905,5103,Robert Scott,Active,BUILDING
AL2191,NW ALABAMA REGIONAL AIR,NA,L,4,1729 T ED CAMPBELL DR,MUSCLE SHOALS,AL,35661,34.7447797,-87.619602,2780,0,03-05-1905,104,Robert Aderholt,Active,BUILDING
AL2186,WALNUT STREET EXECUTIVE ANNEX,NA,L,4,203 S WALNUT ST,FLORENCE,AL,35630,34.8008416,-87.671339,14206,0,08-04-1905,104,Robert Aderholt,Active,BUILDING
AZ5983,MONTEZUMA CASTLE NPS MAIN. FAC,NA,L,9,353 W MIDDLE VERDE RD,CAMP VERDE,AZ,86322,34.6061348,-111.85892,2300,0,14-03-1905,402,Elijah Crane,Active,BUILDING
NM0578,USBS SANTA TERESA OUTBOUND TIER 3 CANOPY,USBS SANTA TERESA,F,7,170 PETE V DOMENICI HWY,PLACITAS,NM,88008,31.785619,-106.68027,3200.03,0,17-02-1905,3502,Gabe Vasquez,Active,STRUCTURE
WV0269,MVB BANKING CENTER,NA,L,3,651 FOXCROFT AVE,MARTINSBURG,WV,25401,39.457386,-77.988222,7556,0,23-01-1905,5402,Alexander Mooney,Active,BUILDING
TX2708,4630 50TH STREET,NA,L,7,4630 50TH ST,LUBBOCK,TX,79414,33.54978,-101.91185,9029,0,29-12-1904,4819,Jodey Arrington,Active,BUILDING
PA0329,1601 11TH AVENUE,NA,L,3,1601 11TH AVE,ALTOONA,PA,16601,40.51265,-78.405571,4192,0,04-12-1904,4213,John Joyce,Active,BUILDING
TX0937,USBS YSLETA EL PASO NARCOTICS STORAGE,USBS YSLETA EL PASO,F,7,797 S ZARAGOZA RD,EL PASO,TX,79907,31.670571,-106.33145,4575.27,0,09-11-1904,4823,Tony Gonzales,Active,BUILDING
TN2129,"SOCIAL SECURITY BUILDING, KINGSPORT, TN",NA,L,4,2401 S WILCOX DR,KINGSPORT,TN,37660,36.5067622,-82.556471,22848,0,15-10-1904,4701,Diana Harshbarger,Active,BUILDING
OH2504,100 TRI COUNTY PARKWAY,NA,L,5,100 TRI COUNTY PKWY,SPRINGDALE,OH,45246,39.2830861,-84.472529,4838,0,20-09-1904,3908,Warren Davidson,Active,BUILDING
HI7234,820 MILILANI STREET,NA,L,9,820 MILILANI ST,HONOLULU,HI,96813,21.30498,-157.861935,3366,0,26-08-1904,1501,Ed Case,Active,BUILDING
WA8055,2005 EAST COLLEGE WAY,NA,L,10,2005 E COLLEGE WAY,MOUNT VERNON,WA,98273,48.4362119,-122.31575,10377,0,01-08-1904,5302,Rick Larsen,Active,BUILDING
MD0301,SILVER SPRING CENTRE,NA,L,11,8455 COLESVILLE RD,SILVER SPRING,MD,20910,38.9953517,-77.02971,64471,64471,07-07-1904,2408,Jamie Raskin,Active,BUILDING
TN2192,THE HISTORIC CASTNER KNOTT BLD,NA,L,4,618 CHURCH ST,NASHVILLE,TN,37219,36.16246,-86.782541,9532,0,12-06-1904,4707,Mark Green,Active,BUILDING
OK1558,N MAIN STREET,NA,L,7,501 N MAIN ST,MUSKOGEE,OK,74401,35.751736,-95.367293,7380,0,18-05-1904,4002,Josh Brecheen,Active,BUILDING
MA0113,HAROLD D. DONOHUE FEDERAL BUILDING & COURTHOUSE,NA,F,1,595 MAIN ST,WORCESTER,MA,1608,42.2605414,-71.803987,94693.95,6152.021939,23-04-1904,2502,James McGovern,Active,BUILDING
MD1012,2600 LORD BALTIMORE DRIVE,NA,L,3,2600 LORD BALTIMORE DR,WOODLAWN,MD,21244,39.3276842,-76.750723,155755,0,29-03-1904,2402,C. Ruppersberger,Active,BUILDING
OR0024,THE PIONEER COURTHOUSE,NA,F,10,700 SW 6TH AVE,PORTLAND,OR,97204,45.5186731,-122.67833,43333.17,0,04-03-1904,4101,Suzanne Bonamici,Active,BUILDING
CA7689,2200 FLOTILLA,NA,L,9,2200 W FLOTILLA ST,MONTEBELLO,CA,90640,34.00584,-118.12724,35954,0,08-02-1904,638,Linda Sanchez,Active,BUILDING
MO0606,FEDERAL CTR BG 103,FC 4300 GOODFELLOW,F,6,4300 GOODFELLOW BLVD,ST. LOUIS,MO,63120,38.6914,-90.267091,241423.26,245095.6756,14-01-1904,2901,Cori Bush,Active,BUILDING
CO1867,SOCIAL SECURITY BUILDING - CANON CITY,NA,L,8,115 N 10TH ST,CANON CITY,CO,81212,38.44397,-105.235,4800,0,20-12-1903,807,Brittany Pettersen,Active,BUILDING
MS2127,AIRPORT OFFICE PARK,NA,L,4,14091 CUSTOMS BLVD,GULFPORT,MS,39503,30.4156,-89.072911,10275,0,25-11-1903,2804,Mike Ezell,Active,BUILDING
NH6126,PEASE INTERNATIONAL TRADEPORT - PORTSMOUTH,NA,L,1,20 INTERNATIONAL DR,PORTSMOUTH,NH,3801,43.0863166,-70.808163,3832,0,31-10-1903,3301,Chris Pappas,Active,BUILDING
CO1860,DALE D. CLAXTON MEMORIAL BUILD,NA,L,8,103 SHEPPARD DR,DURANGO,CO,81303,37.236609,-107.87289,6427,0,06-10-1903,803,Lauren Boebert,Active,BUILDING
PA0539,"BLDGS. G, & J",NA,L,3,10 INDUSTRIAL HWY,ESSINGTON,PA,19029,39.86846,-75.290318,12850,0,11-09-1903,4205,Mary Scanlon,Active,BUILDING
VA0915,GUNSTON COMMERCE CENTER,NA,L,11,10555 FURNACE RD,LORTON,VA,22079,38.671432,-77.2389,89317,0,17-08-1903,5111,Gerald Connolly,Active,BUILDING
AL2235,ACADEMY WAY BLDG,NA,L,4,5475 ACADEMY WAY,BESSEMER,AL,35022,33.36407,-87.008391,8600,0,23-07-1903,107,Terri Sewell,Active,BUILDING
MS2225,MILITARY CENTRE,NA,L,4,2500 MILITARY ROAD,COLUMBUS,MS,39705,33.52338,-88.40742,4156,0,28-06-1903,2801,Trent Kelly,Active,BUILDING
MA6037,MA6037ZZ EOIR,NA,L,1,150 APOLLO DRIVE,CHELMSFORD,MA,1824,42.599187,-71.3295,79873,0,17-07-1905,2503,Lori Trahan,Active,BUILDING
MD1123,MILL POND VILLAGE PLAZA,NA,L,3,601 E NAYLOR MILL RD,SALISBURY,MD,21804,38.4100426,-75.567108,8021,0,22-06-1905,2401,Andy Harris,Active,BUILDING
ID4349,LEWISTON-NEZ PERCE CNTY AIRPO,NA,L,10,406 BURRELL AVE,LEWISTON,ID,83501,46.3772157,-117.01131,984,0,28-05-1905,1601,Russ Fulcher,Active,BUILDING
NM0090,USBS COLUMBUS SEIZURE VAULT,USBS COLUMBUS,F,7,STATE HIGHWAY 11 MILE MARKER 0,COLUMBUS,NM,88029,31.831665,-107.63875,932.05,0,03-05-1905,3502,Gabe Vasquez,Active,BUILDING
AZ7310,2700 N. CENTRAL,NA,L,9,2700 N CENTRAL AVE,PHOENIX,AZ,85004,33.47795,-112.07452,22355,4574.999998,08-04-1905,403,Ruben Gallego,Active,BUILDING
